"","12020101","12020102","12020103","12020104","12020105","12020106","12020107","12020108","12020109","12020110","12020111","12020112","12020113","12020114","12020115","12020116","12020117","12020118","12020119","12020120","12020151","12020152","12020153"
"12020101",3,1,3,3,3,3,3,3,3,3,3,3,2,3,1,3,3,3,1,3,3,3,10
"12020102",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"12020103",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,10
"12020104",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10
"12020105",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"12020106",1,3,2,2,3,3,2,1,3,2,3,3,3,3,2,2,2,3,3,2,3,3,10
"12020107",2,3,2,2,1,2,2,1,1,1,1,3,1,1,1,2,1,2,2,2,2,1,10
"12020108",2,1,1,2,1,2,1,1,2,2,2,1,1,2,1,1,1,1,2,1,1,1,10
"12020109",2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,10
"12020110",3,0,2,2,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,10
"12020111",2,2,2,2,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,1,2,10
"12020112",1,2,1,2,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,10
"12020113",1,1,1,1,1,1,2,1,2,1,2,2,2,1,2,1,1,1,1,1,1,1,10
"12020114",2,2,2,3,2,3,3,2,3,2,3,3,2,2,2,3,2,3,3,2,2,3,10
"12020115",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"12020116",2,2,2,2,2,2,3,2,2,2,2,3,2,2,2,2,2,3,2,2,2,2,10
"12020117",1,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,10
"12020118",2,1,1,1,1,2,1,1,1,1,2,3,1,2,1,2,1,2,2,1,1,1,10
"12020119",2,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,10
"12020120",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"12020151",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"12020152",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"12020153",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
