"","12020101","12020102","12020103","12020104","12020105","12020106","12020107","12020108","12020109","12020110","12020111","12020112","12020113","12020114","12020115","12020116","12020117","12020118","12020119","12020120","12020151","12020152","12020153"
"12020101",2,3,3,2,3,1,3,1,3,1,3,2,1,1,1,2,2,3,1,3,2,1,10
"12020102",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"12020103",1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,10
"12020104",2,2,2,2,1,1,1,2,1,1,2,2,1,1,1,1,1,2,2,2,2,1,10
"12020105",3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"12020106",3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"12020107",3,1,1,1,3,1,2,3,1,3,2,2,1,3,1,1,1,2,2,1,3,1,10
"12020108",1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"12020109",2,1,1,1,2,2,3,1,2,1,2,3,1,2,1,1,1,2,1,1,2,1,10
"12020110",1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,10
"12020111",1,1,1,1,1,1,2,1,2,1,1,2,1,1,1,1,1,2,1,1,2,1,10
"12020112",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,10
"12020113",1,1,1,1,1,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,10
"12020114",2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,10
"12020115",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"12020116",2,1,1,1,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,1,2,1,10
"12020117",1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"12020118",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,10
"12020119",2,1,1,1,2,1,2,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,10
"12020120",1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,10
"12020151",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"12020152",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"12020153",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
