"","13020201","13020202","13020203","13020204","13020205","13020206","13020207","13020208","13020209","13020210","13020211","13020212","13020213","13020214","13020215","13020216","13020217","13020218","13020219","13020220","13020221","13020222","13020223","13020224","13020225","13020226","13020251"
"13020201",1,2,2,2,1,1,2,1,1,2,1,1,1,2,2,2,1,1,1,2,1,1,1,1,1,1,1
"13020202",1,2,2,2,2,1,2,1,2,2,1,2,1,2,2,2,1,2,1,2,2,1,1,1,1,1,2
"13020203",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"13020204",2,2,2,3,2,1,3,2,2,2,3,3,1,3,3,3,2,3,2,2,1,2,1,1,2,1,3
"13020205",1,2,2,3,2,1,1,1,1,2,2,1,1,1,2,2,1,2,2,2,1,1,1,1,1,1,2
"13020206",1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
"13020207",1,1,1,3,1,1,2,1,1,1,1,1,1,3,2,2,1,2,1,1,1,1,1,1,1,1,2
"13020208",1,2,1,3,1,1,1,1,1,1,1,1,2,2,3,3,1,3,1,1,1,1,1,1,2,1,3
"13020209",1,2,1,3,1,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,3
"13020210",2,1,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,2
"13020211",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"13020212",1,2,1,2,1,1,2,1,1,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2,1,2
"13020213",2,2,2,3,2,1,2,2,2,3,2,2,1,2,3,3,2,2,2,3,2,2,1,1,1,1,2
"13020214",1,1,1,2,1,1,2,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,1,1,1,3
"13020215",1,1,1,3,1,1,3,1,1,3,3,2,1,3,2,3,1,3,2,2,1,2,1,1,1,1,3
"13020216",1,2,1,3,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,1,1,1,1,2
"13020217",1,2,1,3,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,1,1,1,2
"13020218",1,1,1,3,1,1,1,2,1,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2
"13020219",1,2,2,3,1,1,3,2,1,2,2,2,1,3,2,3,1,2,2,2,2,2,1,1,2,1,3
"13020220",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,2
"13020221",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"13020222",1,2,2,2,1,1,2,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,1,1,2,1,2
"13020223",1,1,1,2,1,1,1,2,1,1,1,1,1,3,2,2,1,2,1,1,1,1,1,1,1,1,2
"13020224",1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2
"13020225",1,1,1,2,1,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3
"13020226",2,2,2,3,1,1,2,1,1,2,2,1,1,1,2,3,1,1,2,2,3,2,1,1,2,1,3
"13020251",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
