"","2010101","2010102","2010103","2010104","2010105","2010106","2010107","2010108","2010109","2010110","2010111","2010112","2010113","2010114","2010151","2010152","2010153"
"2010101",1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1
"2010102",1,1,1,1,3,1,1,1,1,1,2,2,2,1,1,1,1
"2010103",1,1,1,1,2,1,1,1,2,1,1,1,2,1,1,1,2
"2010104",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2010105",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2010106",1,1,1,1,3,2,3,1,3,1,1,1,2,1,1,1,1
"2010107",1,1,1,2,2,1,2,1,2,1,2,1,1,1,1,1,2
"2010108",1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2
"2010109",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"2010110",1,1,1,1,3,1,1,1,2,1,1,2,1,1,1,1,1
"2010111",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2010112",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2010113",2,2,1,2,2,1,1,1,2,1,1,1,1,1,1,1,2
"2010114",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"2010151",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"2010152",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
"2010153",-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
